Time,X,Y,Psi,Roll,Rollrate,Delta,Velocity
126.985,24.8725920289647,-46.5817815086214,-0.341251849994756,-0.0293838752208023,-0.00126510228201607,0.0572502971678574,2.4
126.99,24.8839946989469,-46.5855203743956,-0.340071719836326,-0.0293903330382172,-0.00131819868796016,0.0572398522959693,2.4
126.995,24.8954017611307,-46.5892458183068,-0.340071719836326,-0.0293970332890881,-0.00136203769051647,0.0572349509656707,2.4
127,24.9068088155181,-46.5929712860899,-0.338892020785304,-0.029403954767772,-0.00140669307922303,0.0572300496353721,2.4
127.005,24.9182202533389,-46.596683305333,-0.338892020785304,-0.0294110770275343,-0.00144231326604988,0.0572304601880076,2.4
127.01,24.9296316918104,-46.6003953225757,-0.337712524034279,-0.0294183789185967,-0.00147854824942952,0.057230870740643,2.4
127.015,24.9410475052735,-46.6040938632308,-0.337712524034279,-0.0294258402922236,-0.00150607095377924,0.0572363089337052,2.4
127.02,24.9524633273244,-46.6077923773786,-0.336533010337901,-0.0294334403208119,-0.00153401227756342,0.0572417471267673,2.4
127.025,24.9638835161908,-46.61147738569,-0.336533010337901,-0.0294411590550722,-0.00155351920642662,0.0572519558919256,2.4
127.03,24.9753037211197,-46.6151623442221,-0.33535327218276,-0.0294489758872075,-0.00157325287077223,0.0572621646570839,2.4
127.035,24.986728284928,-46.6188337665335,-0.33535327218276,-0.029456871086834,-0.00158483351214164,0.0572768873761302,2.4
127.04,24.9981528718155,-46.6225051170273,-0.33417311266536,-0.0294648242855492,-0.00159645335591559,0.0572916100951765,2.4
127.045,25.0095818098445,-46.6261628998981,-0.33417311266536,-0.0294728159904072,-0.0016002046058072,0.0573105908656467,2.4
127.05,25.021010777517,-46.6298205901447,-0.332992345473195,-0.029480826091038,-0.00160381192849547,0.057329571636117,2.4
127.055,25.0324440887498,-46.6334646804637,-0.332992345473195,-0.0294888353495193,-0.0015998377102845,0.0573525555353952,2.4
127.06,25.0438774357437,-46.6371086585804,-0.331810794854926,-0.0294968239311811,-0.00159554088594366,0.0573755394346734,2.4
127.065,25.055315118834,-46.6407390036777,-0.331810794854926,-0.0295047728697916,-0.0015839517809161,0.0574022727721115,2.4
127.07,25.0667528433624,-46.6443692182182,-0.330628295579717,-0.0295126626231077,-0.00157186588353604,0.0574290061095495,2.4
127.075,25.0781948965871,-46.6479857660198,-0.330628295579717,-0.0295204746002566,-0.0015528140735666,0.05745921767114,2.4
127.08,25.0896369964636,-46.6516021662209,-0.329444692886236,-0.0295281896579976,-0.00153309667741364,0.0574894292327304,2.4
127.085,25.1010834176648,-46.6552048654425,-0.329444692886236,-0.0295357895021614,-0.0015067027096024,0.0575228706687193,2.4
127.09,25.1125298903077,-46.6588074012206,-0.328259843205829,-0.0295432553067557,-0.00147947885750923,0.0575563121047083,2.4
127.095,25.1239806769099,-46.6623962013251,-0.328259843205829,-0.0295505690885277,-0.00144586895088831,0.0575927368824089,2.4
127.1,25.1354315193268,-46.6659848233362,-0.327073613218754,-0.0295577123529547,-0.00141126938775792,0.0576291616601095,2.4
127.105,25.14688666833,-46.6695596745655,-0.327073613218754,-0.0295646673113331,-0.00137052298749301,0.0576683533191237,2.4
127.11,25.1583418771546,-46.6731343340992,-0.325885879779182,-0.0295714156799961,-0.00132863043622988,0.057707544978138,2.4
127.115,25.1698013851282,-46.676695187508,-0.325885879779182,-0.0295779401385013,-0.00128093689331042,0.0577492314676117,2.4
127.12,25.1812609564825,-46.6802558369393,-0.324696528673969,-0.0295842228963335,-0.00123194658236449,0.0577909179570854,2.4
127.125,25.1927248194351,-46.683802644828,-0.324696528673969,-0.0295902469818387,-0.00117744721540448,0.0578348594464414,2.4
127.13,25.2041887489338,-46.6873492376219,-0.323505456917275,-0.0295959949737522,-0.00112150505241653,0.0578788009357975,2.4
127.135,25.2156569623541,-46.6908819534243,-0.323505456917275,-0.0296014502601559,-0.00106034553951135,0.0579247602250279,2.4
127.14,25.2271252451001,-46.6944144441678,-0.322312571420764,-0.0296065957999135,-0.00099760180312767,0.0579707195142582,2.4
127.145,25.2385978039353,-46.6979330225411,-0.322312571420764,-0.0296114153510654,-0.000929931890722391,0.0580184622043485,2.4
127.15,25.2500704344985,-46.7014513670318,-0.321117788885168,-0.0296158922627415,-0.000860540935543647,0.0580662048944387,2.4
127.155,25.2615473331338,-46.7049557639426,-0.321117788885168,-0.0296200106724129,-0.000786514137105696,0.0581154995589326,2.4
127.16,25.2730243055309,-46.7084599192748,-0.319921035684847,-0.0296237543288457,-0.000710634088121973,0.0581647942234265,2.4
127.165,25.2845055377714,-46.7119500920835,-0.319921035684847,-0.0296271077576914,-0.000630407393503825,0.0582154125695485,2.4
127.17,25.2959868454473,-46.7154400167308,-0.318722247745283,-0.0296300551159825,-0.000548199851418529,0.0582660309156705,2.4
127.175,25.3074724045003,-46.7189159242721,-0.318722247745283,-0.0296325813255953,-0.000461933443821744,0.0583177479368868,2.4
127.18,25.3189580403116,-46.7223915781681,-0.317521370413946,-0.0296346709597391,-0.000373563198100243,0.0583694649581031,2.4
127.185,25.3304479187708,-46.7258531808297,-0.317521370413946,-0.0296363093438732,-0.000281420178555163,0.0584220590783031,2.4
127.19,25.3419378749695,-46.729314525445,-0.316318358324878,-0.029637481474593,-0.000187054928111332,0.0584746531985031,2.4
127.195,25.3534320648009,-46.7327617852427,-0.316318358324878,-0.0296381730876318,-8.92010473887843e-05,0.0585279064079827,2.4
127.2,25.3649263330205,-46.73620878366,-0.315113175257336,-0.0296383696094982,1.09888711752737e-05,0.0585811596174623,2.4
127.205,25.3764248255731,-46.7396416642307,-0.315113175257336,-0.0296380570420487,0.000114445795808273,0.0586348900569416,2.4
127.21,25.387923396887,-46.7430742809777,-0.313905793988834,-0.0296372210924743,0.000220349469440022,0.0586886204964208,2.4
127.215,25.3994261829027,-46.7464927475743,-0.313905793988834,-0.0296358483364217,0.000329178075863891,0.0587425831965614,2.4
127.22,25.4109290476887,-46.7499109491053,-0.312696194803158,-0.0296339250792141,0.000440558080339315,0.0587965458967019,2.4
127.225,25.4224361171751,-46.7533149690566,-0.312696194803158,-0.0296314383231912,0.000554586135481748,0.0588505342861978,2.4
127.23,25.4339432651371,-46.756718723715,-0.311484368095714,-0.0296283748194397,0.000671265708282922,0.0589045226756938,2.4
127.235,25.4454546074299,-46.7601082662524,-0.311484368095714,-0.0296247220011507,0.000790319346006761,0.0589583342249658,2.4
127.24,25.4569660276092,-46.7634975442653,-0.310270312788796,-0.0296204670691163,0.000912120117486252,0.0590121457742378,2.4
127.245,25.4684816313641,-46.7668725805841,-0.310270312788796,-0.0296155978910018,0.00103602405337715,0.0590655820833142,2.4
127.25,25.4799973121322,-46.7702473541235,-0.309054036165003,-0.0296101021207016,0.00116276626419985,0.0591190183923906,2.4
127.255,25.4915171653188,-46.7736078574417,-0.309054036165003,-0.0296039680634083,0.00129134402421165,0.0591718852832997,2.4
127.26,25.5030370943705,-46.7769681006825,-0.30783555369703,-0.0295971838289343,0.00142284675705347,0.0592247521742087,2.4
127.265,25.514561184267,-46.7803140462966,-0.30783555369703,-0.0295897381625085,0.00155592089582285,0.0592768597744374,2.4
127.27,25.5260853486157,-46.7836597354721,-0.306614888873634,-0.0295816196321224,0.0016920022965391,0.0593289673746661,2.4
127.275,25.5376136618045,-46.7869911008101,-0.306614888873634,-0.0295728174250226,0.00182939460892842,0.0593801301938212,2.4
127.28,25.5491420477777,-46.7903222142647,-0.305392073022145,-0.0295633205691042,0.00196987210083838,0.0594312930129763,2.4
127.285,25.5606745701429,-46.7936389789366,-0.305392073022145,-0.0295531186951023,0.0021114038267906,0.0594813300128171,2.4
127.29,25.5722071633797,-46.7969554971758,-0.304167145127797,-0.0295422012920192,0.00225609431816312,0.059531367012658,2.4
127.295,25.5837438801054,-46.8002576430214,-0.304167145127797,-0.029530558435055,0.00240158634095075,0.0595801016706699,2.4
127.3,25.5952806655543,-46.8035595487589,-0.302940151650152,-0.0295181800750206,0.00255030642577416,0.0596288363286817,2.4
127.305,25.606821561149,-46.8068470598033,-0.302940151650152,-0.029505056564422,0.00269964680068011,0.0596761329215287,2.4
127.31,25.6183625231441,-46.8101343377385,-0.301711146336888,-0.0294911781429633,0.00285228193559372,0.0597234295143758,2.4
127.315,25.6299075814647,-46.8134072001507,-0.301711146336888,-0.0294765357778907,0.00300522321365213,0.0597690822457575,2.4
127.32,25.6414527035928,-46.8166798374729,-0.30048018853971,-0.0294611203460763,0.00316152006580175,0.0598147349771391,2.4
127.325,25.6530017733723,-46.8199385162205,-0.30048018853971,-0.0294458168922098,0.00295896958239262,0.0596654933916483,2.4
127.33,25.6645506354363,-46.8231979310419,-0.299247346107241,-0.0294315395345164,0.00275106640866397,0.0595162518061575,2.4
127.335,25.6761033070622,-46.8264438174018,-0.299247346107241,-0.0294182695469665,0.00255608059436812,0.0593768885598129,2.4
127.34,25.6876557854889,-46.8296903913127,-0.298020664616872,-0.0294059871752984,0.0023560054382289,0.0592375253134682,2.4
127.345,25.6992120520491,-46.8329234553628,-0.298020664616872,-0.0293946731129933,0.00216881529828298,0.0591078797569056,2.4
127.35,25.710768139597,-46.8361571592066,-0.296799736153524,-0.0293843070320438,0.00197679886566271,0.058978234200343,2.4
127.355,25.7223279949217,-46.839377368026,-0.296799736153524,-0.0293748692942464,0.00179753547868224,0.0588580921581751,2.4
127.36,25.7338876850204,-46.8425981699119,-0.29558415945895,-0.0293663392542177,0.00161370632470787,0.0587379501160073,2.4
127.365,25.7454511235405,-46.8458054880386,-0.29558415945895,-0.0293586969331369,0.00144250437687394,0.0586271020080414,2.4
127.37,25.7570144102304,-46.849013353513,-0.294373542138802,-0.0293519213583373,0.00126699498549532,0.0585162539000755,2.4
127.375,25.7685814269427,-46.852207743025,-0.294373542138802,-0.0293459922515222,0.00110397265631508,0.0584144835743871,2.4
127.38,25.7801483048239,-46.8554026352073,-0.293167500470522,-0.0293408883545852,0.000936898822976791,0.0583127132486987,2.4
127.385,25.7917188952351,-46.8585840558835,-0.293167500470522,-0.0293365891295095,0.000782158343304424,0.0582197984829741,2.4
127.39,25.803289359413,-46.8617659356248,-0.291965659672346,-0.0293330730731681,0.000623619740821775,0.0581268837172495,2.4
127.395,25.8148635194845,-46.8649343451035,-0.291965659672346,-0.0293303194261988,0.000477247949141435,0.0580425967106505,2.4
127.4,25.8264375655151,-46.8681031711427,-0.290767654151747,-0.0293283064794537,0.00032732869191579,0.0579583097040514,2.4
127.405,25.8380152916295,-46.8712585250066,-0.290767654151747,-0.029327013152793,0.000189452383468755,0.0578824470435918,2.4
127.41,25.8495929155262,-46.8744142539073,-0.289573127733703,-0.029326417427754,4.82777224670825e-05,0.0578065843831321,2.4
127.415,25.8611742044535,-46.8775565057703,-0.289573127733703,-0.0293264982137564,-8.11009374122362e-05,0.0577388772043141,2.4
127.42,25.8727554025323,-46.8806990924518,-0.288381732652189,-0.0293272335029624,-0.000213533241258139,0.0576711700254961,2.4
127.425,25.8843402512812,-46.8838281944726,-0.288381732652189,-0.0293286020907125,-0.000334370427250233,0.0576113765999961,2.4
127.43,25.8959250201371,-46.8869575922656,-0.287193132250054,-0.0293305818720711,-0.000458019725394289,0.0575515831744961,2.4
127.435,25.907513425965,-46.8900734950822,-0.287193132250054,-0.0293331515613805,-0.000570284873265812,0.0574994580283026,2.4
127.44,25.9191017624407,-46.8931896558163,-0.286006999857296,-0.0293362889901682,-0.000685123913767035,0.0574473328821091,2.4
127.445,25.9306937228058,-46.8962923086956,-0.286006999857296,-0.0293399728236475,-0.000788799232715872,0.0574026272084795,2.4
127.45,25.942285623944,-46.8993951828466,-0.284823018944173,-0.0293441808621264,-0.000894813665785856,0.0573579215348499,2.4
127.455,25.9538811364589,-46.9024845338324,-0.284823018944173,-0.0293488917523247,-0.000989893641840328,0.0573203836046313,2.4
127.46,25.9654765994567,-46.9055740706688,-0.28364088325739,-0.0293540832943811,-0.00108708151612037,0.0572828456744128,2.4
127.465,25.9770756618433,-46.9086500667272,-0.28364088325739,-0.0293597341459562,-0.00117357242853226,0.0572522212315623,2.4
127.47,25.9886746840075,-46.9117262144532,-0.282460296939464,-0.0293658221368359,-0.00126194370058351,0.0572215967887119,2.4
127.475,26.000277294053,-46.9147888016161,-0.282460296939464,-0.0293723259638781,-0.00133986314794134,0.0571976294330105,2.4
127.48,26.0118798727572,-46.9178515075132,-0.28128097463187,-0.0293792235151236,-0.00141943920159557,0.057173662077309,2.4
127.485,26.0234860282724,-46.9209006310194,-0.28128097463187,-0.0293864935537306,-0.00148881563754499,0.0571560936344773,2.4
127.49,26.0350921609151,-46.9239498415859,-0.280102641562506,-0.0293941140534187,-0.00155962881300219,0.0571385251916455,2.4
127.495,26.0467018596934,-46.9269854460194,-0.280102641562506,-0.0294020638696187,-0.0016205010914652,0.0571270960710673,2.4
127.5,26.0583115436582,-46.930021107107,-0.278925033617979,-0.0294103210879929,-0.0016825942240288,0.0571156669504891,2.4
127.505,26.0699247834531,-46.9330431364691,-0.278925033617979,-0.0294188645608946,-0.00173496287085754,0.0571101424730752,2.4
127.51,26.0815380161197,-46.9360651932243,-0.277747897401224,-0.0294276723869182,-0.00178833937669556,0.0571046179956614,2.4
127.515,26.0931547946224,-46.9390735910069,-0.277747897401224,-0.0294367236810717,-0.00183231162199345,0.0571047091658036,2.4
127.52,26.1047715732423,-46.9420819883372,-0.276570989202568,-0.0294459968288275,-0.00187708409219087,0.0571048003359459,2.4
127.525,26.116391887963,-46.9450766979713,-0.276570989202568,-0.0294554711089703,-0.00191272740992029,0.0571102453418344,2.4
127.53,26.1280122096459,-46.9480713805898,-0.275394077240943,-0.0294651250911245,-0.00194896754725696,0.0571156903477229,2.4
127.535,26.1396360579288,-46.9510523453825,-0.275394077240943,-0.0294749382394999,-0.00197635807185812,0.057126227280087,2.4
127.54,26.1512599196229,-46.9540332578798,-0.274216940541337,-0.0294848893297002,-0.00200414630954882,0.0571367642124511,2.4
127.545,26.1628872986133,-46.9570004211399,-0.274216940541337,-0.0294949580320266,-0.002023368441029,0.0571521313555275,2.4
127.55,26.1745146970721,-46.9599675081088,-0.273039368938337,-0.0295051233488838,-0.00204279354235409,0.0571674984986039,2.4
127.555,26.1861456036843,-46.9629208132702,-0.273039368938337,-0.0295153651763289,-0.00205393954362232,0.0571874346192478,2.4
127.56,26.1977765354352,-46.9658740194272,-0.27186116306774,-0.0295256627633627,-0.00206509819352699,0.0572073707398918,2.4
127.565,26.2094109663221,-46.9688134101696,-0.27186116306774,-0.029535996250491,-0.00206826779931129,0.0572316153641219,2.4
127.57,26.2210454276364,-46.9717526804743,-0.270682134346308,-0.0295463451521086,-0.00207126420778913,0.0572558599883521,2.4
127.575,26.2326833791605,-46.9746781008409,-0.270682134346308,-0.0295566898709118,-0.00206656424225989,0.0572841536670974,2.4
127.58,26.2443213660249,-46.9776033806124,-0.269502104940177,-0.0295670102045131,-0.00206150975657497,0.0573124473458426,2.4
127.585,26.2559628342309,-46.9805147751247,-0.269502104940177,-0.0295772868346117,-0.00204905375958974,0.0573445319100787,2.4
127.59,26.2676043423202,-46.9834260101555,-0.268320907722361,-0.029587499858909,-0.00203606648525164,0.0573766164743148,2.4
127.595,26.2792493229196,-46.9863233238835,-0.268320907722361,-0.0295976301753966,-0.00201594277297231,0.0574122522701472,2.4
127.6,26.2908943476024,-46.9892204604237,-0.267138386219792,-0.0296076581166263,-0.0019951148575942,0.0574478880659796,2.4
127.605,26.3025428359854,-46.9921036389454,-0.267138386219792,-0.029617564764875,-0.0019673988599595,0.0574868465198099,2.4
127.61,26.3141913723273,-46.9949866236988,-0.265954393849028,-0.0296273306540737,-0.00193880914517717,0.0575258049736402,2.4
127.615,26.3258433635228,-46.997855613273,-0.265954393849028,-0.0296369373277901,-0.00190368751977159,0.0575678013518288,2.4
127.62,26.3374954061627,-47.0007243939049,-0.264768793458874,-0.029646365807002,-0.00186752869714205,0.0576097977300173,2.4
127.625,26.3491508947307,-47.0035791419214,-0.264768793458874,-0.0296555979775179,-0.00182514023772961,0.0576545795965588,2.4
127.63,26.3608064378831,-47.0064336670686,-0.263581459648424,-0.0296646152238675,-0.0017815558410353,0.0576993614631003,2.4
127.635,26.3724654179467,-47.0092741219394,-0.263581459648424,-0.0296733997863747,-0.00173204423278109,0.0577466788880707,2.4
127.64,26.3841244553968,-47.0121143412498,-0.262392277434044,-0.0296819334253404,-0.00168118270248886,0.0577939963130411,2.4
127.645,26.3957869206232,-47.0149404525069,-0.262392277434044,-0.0296901987471144,-0.00162469621471193,0.0578436020559985,2.4
127.65,26.4074494457081,-47.0177663167358,-0.261201142146048,-0.029698177899207,-0.00156671058669845,0.0578932077989559,2.4
127.655,26.4191153892914,-47.0205780351258,-0.261201142146048,-0.0297058538647133,-0.00150340175548479,0.0579448574933238,2.4
127.66,26.4307813948826,-47.0233894962302,-0.260007959317832,-0.0297132091889835,-0.00143844933929589,0.0579965071876918,2.4
